Year,Cause of Death,State,State FIPS Code,HHS Region,Age Range,Benchmark,Locality,Observed Deaths,Population,Expected Deaths,Potentially Excess Deaths
2014,Heart Disease,Arkansas,AR,6,0-54,Floating,Nonmetropolitan,346,778984,103,243
2014,Heart Disease,Oklahoma,OK,6,0-54,Floating,Nonmetropolitan,369,954240,117,252
2014,Heart Disease,Alabama,AL,4,0-54,Floating,Nonmetropolitan,386,798175,107,279
2014,Heart Disease,Ohio,OH,5,0-54,Floating,Nonmetropolitan,440,1636042,220,220
2014,Heart Disease,Missouri,MO,7,0-54,Floating,Nonmetropolitan,465,1061440,139,326
2014,Heart Disease,Georgia,GA,4,0-54,Floating,Nonmetropolitan,487,1258285,162,325
2014,Heart Disease,North Carolina,NC,4,0-54,Floating,Nonmetropolitan,495,1497102,203,292
2014,Heart Disease,Tennessee,TN,4,0-54,Floating,Nonmetropolitan,512,1011322,140,372
2014,Heart Disease,Mississippi,MS,4,0-54,Floating,Nonmetropolitan,527,1171198,145,382
2014,Heart Disease,Texas,TX,6,0-54,Floating,Nonmetropolitan,636,2129524,265,371
2014,Heart Disease,Kentucky,KY,4,0-54,Floating,Nonmetropolitan,645,1285518,175,470
2015,Heart Disease,Delaware,DE,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2015,Heart Disease,"District ofColumbia",DC,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2015,Heart Disease,New Jersey,NJ,2,0-54,Floating,Nonmetropolitan,.,.,.,.
2015,Heart Disease,Rhode Island,RI,1,0-54,Floating,Nonmetropolitan,.,.,.,.
2015,Heart Disease,Massachusetts,MA,1,0-54,Floating,Nonmetropolitan,10,63384,9,3
2015,Heart Disease,Connecticut,CT,1,0-54,Floating,Nonmetropolitan,18,117477,19,1
2015,Heart Disease,Maryland,MD,3,0-54,Floating,Nonmetropolitan,26,96236,13,13
2015,Heart Disease,Utah,UT,8,0-54,Floating,Nonmetropolitan,28,242457,25,3
2015,Heart Disease,Alaska,AK,10,0-54,Floating,Nonmetropolitan,41,171390,21,20
2015,Heart Disease,Nevada,NV,9,0-54,Floating,Nonmetropolitan,45,177298,23,22
2015,Heart Disease,Hawaii,HI,9,0-54,Floating,Nonmetropolitan,50,178026,22,28
2015,Heart Disease,New Hampshire,NH,1,0-54,Floating,Nonmetropolitan,53,320408,46,7
2015,Heart Disease,Vermont,VT,1,0-54,Floating,Nonmetropolitan,53,262398,38,16
2015,Heart Disease,North Dakota,ND,8,0-54,Floating,Nonmetropolitan,58,272348,31,27
2015,Heart Disease,South Dakota,SD,8,0-54,Floating,Nonmetropolitan,58,298140,35,23
2015,Heart Disease,Arizona,AZ,9,0-54,Floating,Nonmetropolitan,60,238706,27,33
2015,Heart Disease,Wyoming,WY,8,0-54,Floating,Nonmetropolitan,60,289733,34,26
2015,Heart Disease,Idaho,ID,10,0-54,Floating,Nonmetropolitan,61,390842,43,18
2015,Heart Disease,Colorado,CO,8,0-54,Floating,Nonmetropolitan,68,474430,61,10
2015,Heart Disease,Oregon,OR,10,0-54,Floating,Nonmetropolitan,72,414005,53,19
2015,Heart Disease,Nebraska,NE,7,0-54,Floating,Nonmetropolitan,83,448632,55,28
2015,Heart Disease,Montana,MT,8,0-54,Floating,Nonmetropolitan,88,445861,56,35
2015,Heart Disease,Maine,ME,1,0-54,Floating,Nonmetropolitan,92,339349,50,42
2015,Heart Disease,Washington,WA,10,0-54,Floating,Nonmetropolitan,93,466658,56,37
2015,Heart Disease,New Mexico,NM,6,0-54,Floating,Nonmetropolitan,111,491811,56,55
2015,Heart Disease,Minnesota,MN,5,0-54,Floating,Nonmetropolitan,124,813205,104,21
2015,Heart Disease,California,CA,9,0-54,Floating,Nonmetropolitan,142,528118,69,73
2015,Heart Disease,Florida,FL,4,0-54,Floating,Nonmetropolitan,159,474326,63,96
2015,Heart Disease,Kansas,KS,7,0-54,Floating,Nonmetropolitan,161,657259,77,84
2015,Heart Disease,West Virginia,WV,3,0-54,Floating,Nonmetropolitan,161,460798,63,98
2015,Heart Disease,Iowa,IA,7,0-54,Floating,Nonmetropolitan,182,847451,109,73
2015,Heart Disease,Wisconsin,WI,5,0-54,Floating,Nonmetropolitan,187,983915,135,52
2015,Heart Disease,New York,NY,2,0-54,Floating,Nonmetropolitan,227,934683,127,100
2015,Heart Disease,Louisiana,LA,6,0-54,Floating,Nonmetropolitan,229,549025,65,164
2015,Heart Disease,Virginia,VA,3,0-54,Floating,Nonmetropolitan,252,677204,94,158
2015,Heart Disease,Pennsylvania,PA,3,0-54,Floating,Nonmetropolitan,255,969602,134,121
2015,Heart Disease,South Carolina,SC,4,0-54,Floating,Nonmetropolitan,258,502065,65,193
2015,Heart Disease,Indiana,IN,5,0-54,Floating,Nonmetropolitan,275,1017499,132,143
2015,Heart Disease,Illinois,IL,5,0-54,Floating,Nonmetropolitan,291,994002,131,160
2015,Heart Disease,Michigan,MI,5,0-54,Floating,Nonmetropolitan,311,1170537,157,154
2015,Heart Disease,Arkansas,AR,6,0-54,Floating,Nonmetropolitan,347,771438,99,248
2015,Heart Disease,Alabama,AL,4,0-54,Floating,Nonmetropolitan,380,789566,102,278
2015,Heart Disease,Missouri,MO,7,0-54,Floating,Nonmetropolitan,412,1051183,132,280
2015,Heart Disease,Oklahoma,OK,6,0-54,Floating,Nonmetropolitan,426,950268,112,314
2015,Heart Disease,Georgia,GA,4,0-54,Floating,Nonmetropolitan,440,1250665,155,285
2015,Heart Disease,North Carolina,NC,4,0-54,Floating,Nonmetropolitan,456,1483462,194,262
2015,Heart Disease,Ohio,OH,5,0-54,Floating,Nonmetropolitan,471,1620909,210,261
2015,Heart Disease,Tennessee,TN,4,0-54,Floating,Nonmetropolitan,508,1006017,135,373
2015,Heart Disease,Mississippi,MS,4,0-54,Floating,Nonmetropolitan,519,1157003,138,381
2015,Heart Disease,Kentucky,KY,4,0-54,Floating,Nonmetropolitan,626,1274381,168,458
2015,Heart Disease,Texas,TX,6,0-54,Floating,Nonmetropolitan,662,2130269,255,407
2005,Cancer,North Dakota,ND,8,0-54,Floating,All,128,487085,111,18
2005,Cancer,Vermont,VT,1,0-54,Floating,All,146,465112,117,30
2005,Cancer,Alaska,AK,10,0-54,Floating,All,150,557494,128,22
2005,Cancer,Ohio,OH,5,0-54,Floating,All,3156,8706405,2024,1132
2005,Cancer,Pennsylvania,PA,3,0-54,Floating,All,3319,9188082,2205,1114
2005,Cancer,New York,NY,2,0-54,Floating,All,4520,14620992,3339,1181
2005,Cancer,Florida,FL,4,0-54,Floating,All,4632,12837334,2991,1641
2005,Cancer,Texas,TX,6,0-54,Floating,All,5156,18437383,3816,1340
2005,Cancer,California,CA,9,0-54,Floating,All,7404,28635797,6107,1297
2005,Cancer,Wyoming,WY,8,0-54,Floating,All,101,393845,94,8
2005,Cancer,"District ofColumbia",DC,3,0-54,Floating,All,165,442285,94,71
2005,Cancer,South Dakota,SD,8,0-54,Floating,All,184,587870,132,53
2005,Cancer,Delaware,DE,3,0-54,Floating,All,201,639944,146,57
2005,Cancer,Montana,MT,8,0-54,Floating,All,227,699822,171,57
2005,Cancer,Rhode Island,RI,1,0-54,Floating,All,231,807453,188,45
2005,Cancer,Idaho,ID,10,0-54,Floating,All,258,1119878,236,27
2005,Cancer,Hawaii,HI,9,0-54,Floating,All,288,973825,225,63
2005,Cancer,Nebraska,NE,7,0-54,Floating,All,333,1352924,300,33
2005,Cancer,New Hampshire,NH,1,0-54,Floating,All,335,993879,247,88
2005,Cancer,Maine,ME,1,0-54,Floating,All,338,966832,247,92
2005,Cancer,Utah,UT,8,0-54,Floating,All,356,2056072,361,15
2005,Cancer,New Mexico,NM,6,0-54,Floating,All,384,1487809,328,56
2005,Cancer,Nevada,NV,9,0-54,Floating,All,515,1892098,415,101
2005,Cancer,West Virginia,WV,3,0-54,Floating,All,580,1313607,324,256
2005,Cancer,Kansas,KS,7,0-54,Floating,All,653,2114694,470,183
2005,Cancer,Iowa,IA,7,0-54,Floating,All,664,2218467,508,156
2005,Cancer,Connecticut,CT,1,0-54,Floating,All,723,2648322,638,87
2005,Cancer,Arkansas,AR,6,0-54,Floating,All,806,2088351,460,346
2005,Cancer,Oregon,OR,10,0-54,Floating,All,838,2730362,639,199
2005,Cancer,Colorado,CO,8,0-54,Floating,All,916,3704364,842,96
2005,Cancer,Mississippi,MS,4,0-54,Floating,All,924,2251842,485,439
2005,Cancer,Oklahoma,OK,6,0-54,Floating,All,980,2702882,595,389
2005,Cancer,Minnesota,MN,5,0-54,Floating,All,1008,3987415,914,100
2005,Cancer,Arizona,AZ,9,0-54,Floating,All,1116,4485551,934,182
2005,Cancer,Kentucky,KY,4,0-54,Floating,All,1214,3195955,732,482
2005,Cancer,South Carolina,SC,4,0-54,Floating,All,1245,3253993,732,513
2005,Cancer,Wisconsin,WI,5,0-54,Floating,All,1270,4247415,989,281
2005,Cancer,Alabama,AL,4,0-54,Floating,All,1346,3463216,784,562
2005,Cancer,Washington,WA,10,0-54,Floating,All,1380,4868487,1127,258
2005,Cancer,Louisiana,LA,6,0-54,Floating,All,1413,3574940,784,629
2005,Cancer,Massachusetts,MA,1,0-54,Floating,All,1415,4870155,1145,270
2005,Cancer,Maryland,MD,3,0-54,Floating,All,1467,4356642,1017,450
2005,Cancer,Missouri,MO,7,0-54,Floating,All,1592,4399398,998,594
2005,Cancer,Indiana,IN,5,0-54,Floating,All,1622,4853319,1085,537
2005,Cancer,Tennessee,TN,4,0-54,Floating,All,1857,4573670,1040,817
2005,Cancer,Virginia,VA,3,0-54,Floating,All,1938,5899549,1355,583
2005,Cancer,New Jersey,NJ,2,0-54,Floating,All,2037,6617170,1555,482
2005,Cancer,North Carolina,NC,4,0-54,Floating,All,2232,6706769,1504,737
2005,Cancer,Georgia,GA,4,0-54,Floating,All,2337,7181304,1544,793
2005,Cancer,Michigan,MI,5,0-54,Floating,All,2600,7728811,1781,819
2005,Cancer,Illinois,IL,5,0-54,Floating,All,3041,9838434,2181,860
2006,Cancer,Wyoming,WY,8,0-54,Floating,All,105,397903,97,10
2006,Cancer,Vermont,VT,1,0-54,Floating,All,144,461571,120,24
2006,Cancer,North Dakota,ND,8,0-54,Floating,All,145,487031,114,34
2006,Cancer,South Dakota,SD,8,0-54,Floating,All,145,589873,136,9
2006,Cancer,Alaska,AK,10,0-54,Floating,All,155,559949,132,25
2006,Cancer,"District ofColumbia",DC,3,0-54,Floating,All,168,444870,95,76
2006,Cancer,Montana,MT,8,0-54,Floating,All,192,702856,176,18
2006,Cancer,Delaware,DE,3,0-54,Floating,All,223,645716,151,72
2006,Cancer,Rhode Island,RI,1,0-54,Floating,All,240,798802,192,52
2006,Cancer,Idaho,ID,10,0-54,Floating,All,274,1144706,247,28
2006,Cancer,Hawaii,HI,9,0-54,Floating,All,281,980991,231,50
2006,Cancer,New Hampshire,NH,1,0-54,Floating,All,305,992460,256,49
2006,Cancer,Nebraska,NE,7,0-54,Floating,All,353,1354033,308,45
2006,Cancer,Maine,ME,1,0-54,Floating,All,362,960874,253,110
2006,Cancer,New Mexico,NM,6,0-54,Floating,All,369,1498217,340,29
2006,Cancer,Utah,UT,8,0-54,Floating,All,405,2103969,375,32
2006,Cancer,Nevada,NV,9,0-54,Floating,All,492,1961197,436,56
2006,Cancer,West Virginia,WV,3,0-54,Floating,All,569,1308903,330,239
2006,Cancer,Kansas,KS,7,0-54,Floating,All,621,2118065,482,139
2006,Cancer,Iowa,IA,7,0-54,Floating,All,673,2221084,522,151
2006,Cancer,Arkansas,AR,6,0-54,Floating,All,713,2110517,476,237
2006,Cancer,Connecticut,CT,1,0-54,Floating,All,772,2644939,658,114
2006,Cancer,Oregon,OR,10,0-54,Floating,All,789,2752327,657,132
2006,Cancer,Colorado,CO,8,0-54,Floating,All,888,3746633,871,21
2006,Cancer,Mississippi,MS,4,0-54,Floating,All,938,2238285,496,442
2006,Cancer,Oklahoma,OK,6,0-54,Floating,All,940,2725772,615,325
2006,Cancer,Minnesota,MN,5,0-54,Floating,All,1075,3996758,942,133
2006,Cancer,Arizona,AZ,9,0-54,Floating,All,1123,4615614,980,143
2006,Cancer,Kentucky,KY,4,0-54,Floating,All,1142,3203469,754,388
2006,Cancer,Wisconsin,WI,5,0-54,Floating,All,1201,4245474,1018,186
2006,Cancer,South Carolina,SC,4,0-54,Floating,All,1214,3295015,758,461
2006,Cancer,Louisiana,LA,6,0-54,Floating,All,1279,3322986,761,518
2006,Cancer,Washington,WA,10,0-54,Floating,All,1334,4923533,1165,169
2006,Cancer,Alabama,AL,4,0-54,Floating,All,1370,3491589,810,560
2006,Cancer,Maryland,MD,3,0-54,Floating,All,1430,4362796,1044,386
2006,Cancer,Massachusetts,MA,1,0-54,Floating,All,1479,4850308,1171,308
2006,Cancer,Missouri,MO,7,0-54,Floating,All,1517,4417194,1031,486
2006,Cancer,Indiana,IN,5,0-54,Floating,All,1672,4871005,1117,555
2006,Cancer,Tennessee,TN,4,0-54,Floating,All,1776,4619581,1076,700
2006,Cancer,Virginia,VA,3,0-54,Floating,All,1847,5947288,1399,448
2006,Cancer,New Jersey,NJ,2,0-54,Floating,All,2073,6594778,1595,478
2006,Cancer,Georgia,GA,4,0-54,Floating,All,2278,7329990,1607,671
2006,Cancer,North Carolina,NC,4,0-54,Floating,All,2298,6834356,1565,733
2006,Cancer,Michigan,MI,5,0-54,Floating,All,2663,7657373,1819,844
2006,Cancer,Illinois,IL,5,0-54,Floating,All,3023,9819435,2233,790
2006,Cancer,Ohio,OH,5,0-54,Floating,All,3119,8663700,2072,1047
2006,Cancer,Pennsylvania,PA,3,0-54,Floating,All,3175,9190809,2267,908
2006,Cancer,New York,NY,2,0-54,Floating,All,4418,14532764,3406,1012
2006,Cancer,Florida,FL,4,0-54,Floating,All,4535,13054348,3119,1416
2006,Cancer,Texas,TX,6,0-54,Floating,All,5224,18833242,3981,1243
2006,Cancer,California,CA,9,0-54,Floating,All,7385,28660744,6261,1124
2007,Cancer,Wyoming,WY,8,0-54,Floating,All,120,405452,99,24
2007,Cancer,North Dakota,ND,8,0-54,Floating,All,140,486369,115,26
2007,Cancer,Alaska,AK,10,0-54,Floating,All,148,559015,133,17
2007,Cancer,South Dakota,SD,8,0-54,Floating,All,155,592484,138,17
2007,Cancer,"District ofColumbia",DC,3,0-54,Floating,All,185,447274,96,90
2007,Cancer,Vermont,VT,1,0-54,Floating,All,186,457034,120,70
2007,Cancer,Montana,MT,8,0-54,Floating,All,194,705210,178,24
2007,Cancer,Rhode Island,RI,1,0-54,Floating,All,233,789771,193,42
2007,Cancer,Delaware,DE,3,0-54,Floating,All,251,651317,155,98
2007,Cancer,Idaho,ID,10,0-54,Floating,All,261,1167114,253,30
2007,Cancer,Hawaii,HI,9,0-54,Floating,All,284,976765,233,51
2007,Cancer,Maine,ME,1,0-54,Floating,All,298,953993,255,45
2007,Cancer,New Hampshire,NH,1,0-54,Floating,All,304,985763,259,45
2007,Cancer,Nebraska,NE,7,0-54,Floating,All,339,1354337,311,28
2007,Cancer,Utah,UT,8,0-54,Floating,All,369,2159630,389,24
2007,Cancer,New Mexico,NM,6,0-54,Floating,All,385,1508386,346,39
2007,Cancer,Nevada,NV,9,0-54,Floating,All,557,2018259,454,103
2007,Cancer,West Virginia,WV,3,0-54,Floating,All,566,1303495,331,235
2007,Cancer,Kansas,KS,7,0-54,Floating,All,625,2123300,489,136
2007,Cancer,Iowa,IA,7,0-54,Floating,All,663,2220118,526,137
2007,Cancer,Connecticut,CT,1,0-54,Floating,All,700,2638216,668,45
2007,Cancer,Oregon,OR,10,0-54,Floating,All,754,2771181,664,108
2007,Cancer,Arkansas,AR,6,0-54,Floating,All,833,2121910,484,349
2007,Cancer,Mississippi,MS,4,0-54,Floating,All,894,2246583,504,390
2007,Cancer,Colorado,CO,8,0-54,Floating,All,905,3785477,890,15
2007,Cancer,Oklahoma,OK,6,0-54,Floating,All,954,2747514,626,328
2007,Cancer,Minnesota,MN,5,0-54,Floating,All,1011,4003768,956,62
2007,Cancer,Arizona,AZ,9,0-54,Floating,All,1162,4704317,1013,149
2007,Cancer,South Carolina,SC,4,0-54,Floating,All,1199,3339577,777,422
2007,Cancer,Kentucky,KY,4,0-54,Floating,All,1206,3215307,765,441
2007,Cancer,Louisiana,LA,6,0-54,Floating,All,1218,3368190,776,442
2007,Cancer,Wisconsin,WI,5,0-54,Floating,All,1232,4242064,1031,205
2007,Cancer,Massachusetts,MA,1,0-54,Floating,All,1329,4839200,1188,146
2007,Cancer,Alabama,AL,4,0-54,Floating,All,1368,3508695,824,544
2007,Cancer,Maryland,MD,3,0-54,Floating,All,1373,4358747,1059,315
2007,Cancer,Washington,WA,10,0-54,Floating,All,1377,4961056,1187,190
2007,Cancer,Missouri,MO,7,0-54,Floating,All,1496,4428734,1048,448
2007,Cancer,Indiana,IN,5,0-54,Floating,All,1617,4880533,1134,483
2007,Cancer,Tennessee,TN,4,0-54,Floating,All,1747,4663243,1099,651
2007,Cancer,Virginia,VA,3,0-54,Floating,All,1837,5976623,1426,411
2007,Cancer,New Jersey,NJ,2,0-54,Floating,All,1938,6576625,1620,318
2007,Cancer,Georgia,GA,4,0-54,Floating,All,2292,7451514,1661,631
2007,Cancer,North Carolina,NC,4,0-54,Floating,All,2324,6955472,1616,708
2007,Cancer,Michigan,MI,5,0-54,Floating,All,2594,7563189,1826,768
2007,Cancer,Illinois,IL,5,0-54,Floating,All,2937,9810966,2265,672
2007,Cancer,Pennsylvania,PA,3,0-54,Floating,All,3057,9181418,2291,766
2007,Cancer,Ohio,OH,5,0-54,Floating,All,3093,8619662,2089,1004
2007,Cancer,Florida,FL,4,0-54,Floating,All,4339,13142869,3189,1150
2007,Cancer,New York,NY,2,0-54,Floating,All,4360,14480918,3443,917
2007,Cancer,Texas,TX,6,0-54,Floating,All,5233,19143756,4108,1125
2007,Cancer,California,CA,9,0-54,Floating,All,7324,28684652,6373,951
2008,Cancer,Wyoming,WY,8,0-54,Floating,All,96,411699,96,7
2008,Cancer,North Dakota,ND,8,0-54,Floating,All,116,486672,111,13
2008,Cancer,Alaska,AK,10,0-54,Floating,All,131,559166,128,6
2008,Cancer,South Dakota,SD,8,0-54,Floating,All,148,594398,134,18
2008,Cancer,Montana,MT,8,0-54,Floating,All,155,707295,172,2
2008,Cancer,Vermont,VT,1,0-54,Floating,All,173,452482,116,57
2008,Cancer,"District ofColumbia",DC,3,0-54,Floating,All,181,451827,94,87
2008,Cancer,Delaware,DE,3,0-54,Floating,All,225,655381,152,75
2008,Cancer,Rhode Island,RI,1,0-54,Floating,All,253,782926,187,66
2008,Cancer,Hawaii,HI,9,0-54,Floating,All,272,982249,227,45
2008,Cancer,Idaho,ID,10,0-54,Floating,All,304,1182894,247,57
2008,Cancer,New Hampshire,NH,1,0-54,Floating,All,316,977965,252,64
2008,Cancer,Maine,ME,1,0-54,Floating,All,324,946516,247,77
2008,Cancer,Utah,UT,8,0-54,Floating,All,353,2206772,385,2
2008,Cancer,Nebraska,NE,7,0-54,Floating,All,369,1357209,302,67
2008,Cancer,New Mexico,NM,6,0-54,Floating,All,413,1512358,337,76
2008,Cancer,Nevada,NV,9,0-54,Floating,All,532,2051235,448,88
2008,Cancer,West Virginia,WV,3,0-54,Floating,All,549,1298499,319,230
2008,Cancer,Kansas,KS,7,0-54,Floating,All,597,2132628,474,123
2008,Cancer,Iowa,IA,7,0-54,Floating,All,700,2221840,509,193
2008,Cancer,Connecticut,CT,1,0-54,Floating,All,722,2636495,650,74
2008,Cancer,Oregon,OR,10,0-54,Floating,All,750,2784088,642,115
2008,Cancer,Arkansas,AR,6,0-54,Floating,All,776,2131676,473,303
2008,Cancer,Mississippi,MS,4,0-54,Floating,All,886,2250014,491,395
2008,Cancer,Colorado,CO,8,0-54,Floating,All,887,3825950,870,29
2008,Cancer,Oklahoma,OK,6,0-54,Floating,All,946,2761903,611,335
2008,Cancer,Minnesota,MN,5,0-54,Floating,All,1052,4006038,931,121
2008,Cancer,Arizona,AZ,9,0-54,Floating,All,1102,4765949,998,104
2008,Cancer,Wisconsin,WI,5,0-54,Floating,All,1179,4235159,1002,177
2008,Cancer,Kentucky,KY,4,0-54,Floating,All,1221,3220575,746,475
2008,Cancer,South Carolina,SC,4,0-54,Floating,All,1276,3381304,763,513
2008,Cancer,Louisiana,LA,6,0-54,Floating,All,1321,3398051,758,563
2008,Cancer,Washington,WA,10,0-54,Floating,All,1346,5007543,1155,191
2008,Cancer,Alabama,AL,4,0-54,Floating,All,1355,3524922,804,551
2008,Cancer,Massachusetts,MA,1,0-54,Floating,All,1364,4839264,1157,207
2008,Cancer,Maryland,MD,3,0-54,Floating,All,1385,4354624,1030,356
2008,Cancer,Indiana,IN,5,0-54,Floating,All,1516,4887355,1102,414
2008,Cancer,Missouri,MO,7,0-54,Floating,All,1534,4431291,1022,512
2008,Cancer,Tennessee,TN,4,0-54,Floating,All,1754,4689360,1076,678
2008,Cancer,Virginia,VA,3,0-54,Floating,All,1830,6006410,1395,435
2008,Cancer,New Jersey,NJ,2,0-54,Floating,All,1889,6569092,1578,311
2008,Cancer,Georgia,GA,4,0-54,Floating,All,2213,7535238,1635,578
2008,Cancer,North Carolina,NC,4,0-54,Floating,All,2253,7070156,1593,660
2008,Cancer,Michigan,MI,5,0-54,Floating,All,2540,7450092,1756,784
2008,Cancer,Pennsylvania,PA,3,0-54,Floating,All,3013,9164509,2219,794
2008,Cancer,Illinois,IL,5,0-54,Floating,All,3041,9797187,2200,841
2008,Cancer,Ohio,OH,5,0-54,Floating,All,3059,8569757,2020,1039
2008,Cancer,New York,NY,2,0-54,Floating,All,4252,14474949,3347,905
2008,Cancer,Florida,FL,4,0-54,Floating,All,4645,13174467,3121,1524
2008,Cancer,Texas,TX,6,0-54,Floating,All,5222,19445161,4052,1170
2008,Cancer,California,CA,9,0-54,Floating,All,7104,28798692,6224,880
2009,Cancer,Wyoming,WY,8,0-54,Floating,All,102,420246,94,12
2009,Cancer,North Dakota,ND,8,0-54,Floating,All,114,489621,108,6
2009,Cancer,"District ofColumbia",DC,3,0-54,Floating,All,146,461678,92,55
2009,Cancer,Alaska,AK,10,0-54,Floating,All,150,562941,125,27
2009,Cancer,Vermont,VT,1,0-54,Floating,All,153,448078,112,41
2009,Cancer,South Dakota,SD,8,0-54,Floating,All,163,597112,130,33
2009,Cancer,Delaware,DE,3,0-54,Floating,All,213,657325,149,64
2009,Cancer,Montana,MT,8,0-54,Floating,All,221,705489,165,56
2009,Cancer,Rhode Island,RI,1,0-54,Floating,All,254,775814,181,76
2009,Cancer,Hawaii,HI,9,0-54,Floating,All,257,985259,220,37
2009,Cancer,Idaho,ID,10,0-54,Floating,All,265,1189819,241,26
2009,Cancer,New Hampshire,NH,1,0-54,Floating,All,282,968042,245,38
2009,Cancer,Maine,ME,1,0-54,Floating,All,330,934943,238,92
2009,Cancer,Utah,UT,8,0-54,Floating,All,358,2248824,379,1
2009,Cancer,Nebraska,NE,7,0-54,Floating,All,373,1361936,293,80
2009,Cancer,New Mexico,NM,6,0-54,Floating,All,389,1521316,329,61
2009,Cancer,Nevada,NV,9,0-54,Floating,All,520,2061633,439,81
2009,Cancer,West Virginia,WV,3,0-54,Floating,All,557,1294889,308,249
2009,Cancer,Kansas,KS,7,0-54,Floating,All,598,2139750,461,137
2009,Cancer,Iowa,IA,7,0-54,Floating,All,678,2221322,494,184
2009,Cancer,Connecticut,CT,1,0-54,Floating,All,698,2630558,634,66
2009,Cancer,Oregon,OR,10,0-54,Floating,All,770,2790279,620,150
2009,Cancer,Arkansas,AR,6,0-54,Floating,All,837,2138611,462,375
2009,Cancer,Mississippi,MS,4,0-54,Floating,All,844,2245158,477,367
2009,Cancer,Colorado,CO,8,0-54,Floating,All,865,3860598,851,15
2009,Cancer,Oklahoma,OK,6,0-54,Floating,All,904,2788412,597,307
2009,Cancer,Minnesota,MN,5,0-54,Floating,All,1080,4000457,906,174
2009,Cancer,Wisconsin,WI,5,0-54,Floating,All,1122,4224229,974,148
2009,Cancer,Arizona,AZ,9,0-54,Floating,All,1170,4777880,977,193
2009,Cancer,South Carolina,SC,4,0-54,Floating,All,1209,3404048,748,461
2009,Cancer,Louisiana,LA,6,0-54,Floating,All,1288,3423189,740,548
2009,Cancer,Kentucky,KY,4,0-54,Floating,All,1324,3222153,726,598
2009,Cancer,Washington,WA,10,0-54,Floating,All,1356,5051591,1127,229
2009,Cancer,Alabama,AL,4,0-54,Floating,All,1359,3536010,785,574
2009,Cancer,Maryland,MD,3,0-54,Floating,All,1386,4359669,1008,378
2009,Cancer,Massachusetts,MA,1,0-54,Floating,All,1424,4846044,1131,293
2009,Cancer,Missouri,MO,7,0-54,Floating,All,1530,4431225,995,535
2009,Cancer,Indiana,IN,5,0-54,Floating,All,1634,4881471,1072,562
2009,Cancer,Virginia,VA,3,0-54,Floating,All,1804,6040776,1368,436
2009,Cancer,Tennessee,TN,4,0-54,Floating,All,1832,4703499,1051,781
2009,Cancer,New Jersey,NJ,2,0-54,Floating,All,1908,6564947,1543,365
2009,Cancer,North Carolina,NC,4,0-54,Floating,All,2269,7134736,1566,703
2009,Cancer,Georgia,GA,4,0-54,Floating,All,2270,7577705,1608,662
2009,Cancer,Michigan,MI,5,0-54,Floating,All,2457,7341531,1692,765
2009,Cancer,Illinois,IL,5,0-54,Floating,All,2927,9775805,2141,786
2009,Cancer,Pennsylvania,PA,3,0-54,Floating,All,3123,9147084,2154,969
2009,Cancer,Ohio,OH,5,0-54,Floating,All,3125,8514063,1953,1172
2009,Cancer,New York,NY,2,0-54,Floating,All,4236,14470609,3264,972
2009,Cancer,Florida,FL,4,0-54,Floating,All,4537,13172330,3057,1480
2009,Cancer,Texas,TX,6,0-54,Floating,All,5163,19750864,4003,1160
2009,Cancer,California,CA,9,0-54,Floating,All,7176,28891186,6091,1085
2010,Cancer,North Dakota,ND,8,0-54,Floating,All,116,493295,108,12
2010,Cancer,Wyoming,WY,8,0-54,Floating,All,124,420023,94,30
2010,Cancer,Vermont,VT,1,0-54,Floating,All,132,444690,112,21
2010,Cancer,Alaska,AK,10,0-54,Floating,All,142,569384,126,16
2010,Cancer,South Dakota,SD,8,0-54,Floating,All,147,599795,131,20
2010,Cancer,"District ofColumbia",DC,3,0-54,Floating,All,151,468937,93,59
2010,Cancer,Montana,MT,8,0-54,Floating,All,194,703815,165,31
2010,Cancer,Rhode Island,RI,1,0-54,Floating,All,216,770097,181,38
2010,Cancer,Delaware,DE,3,0-54,Floating,All,229,657728,151,78
2010,Cancer,Hawaii,HI,9,0-54,Floating,All,276,989601,222,54
2010,Cancer,New Hampshire,NH,1,0-54,Floating,All,279,959959,247,35
2010,Cancer,Idaho,ID,10,0-54,Floating,All,281,1192601,242,39
2010,Cancer,Maine,ME,1,0-54,Floating,All,327,925180,238,90
2010,Cancer,Nebraska,NE,7,0-54,Floating,All,353,1366488,294,60
2010,Cancer,Utah,UT,8,0-54,Floating,All,354,2274182,384,12
2010,Cancer,New Mexico,NM,6,0-54,Floating,All,382,1529988,332,50
2010,Cancer,Nevada,NV,9,0-54,Floating,All,502,2060693,443,65
2010,Cancer,West Virginia,WV,3,0-54,Floating,All,548,1290765,309,239
2010,Cancer,Kansas,KS,7,0-54,Floating,All,592,2145755,462,131
2010,Cancer,Iowa,IA,7,0-54,Floating,All,671,2220717,495,176
2010,Cancer,Connecticut,CT,1,0-54,Floating,All,695,2624086,640,55
2010,Cancer,Arkansas,AR,6,0-54,Floating,All,802,2144946,467,335
2010,Cancer,Oregon,OR,10,0-54,Floating,All,802,2787975,621,186
2010,Cancer,Mississippi,MS,4,0-54,Floating,All,851,2239565,479,372
2010,Cancer,Colorado,CO,8,0-54,Floating,All,871,3881927,858,20
